ZIP Code	County Name	State Code	State Name	FMR Source	Has SAFMR Data But Uses FMR
95326	Stanislaus County	CA	California	NONE	Yes
95327	Tuolumne	CA	California	NONE	Yes
95328	Stanislaus County	CA	California	NONE	Yes
95329	Mariposa	CA	California	NONE	Yes
95330	San Joaquin County	CA	California	NONE	Yes
95333	Merced	CA	California	NONE	Yes
95334	Merced County	CA	California	NONE	Yes
95335	Tuolumne County	CA	California	NONE	Yes
95336	San Joaquin County	CA	California	NONE	Yes
95337	San Joaquin County	CA	California	NONE	Yes
95338	Mariposa County	CA	California	NONE	Yes
95340	Merced County	CA	California	NONE	Yes
95341	Merced County	CA	California	NONE	Yes
95343	Merced County	CA	California	NONE	Yes
95344	Merced County	CA	California	NONE	Yes
95345	Mariposa County	CA	California	NONE	Yes
95346	Tuolumne County	CA	California	NONE	Yes
95347	Tuolumne County	CA	California	NONE	Yes
95348	Merced County	CA	California	NONE	Yes
95350	Stanislaus County	CA	California	NONE	Yes
95351	Stanislaus County	CA	California	NONE	Yes
95352	Stanislaus County	CA	California	NONE	Yes
95353	Stanislaus County	CA	California	NONE	Yes
95354	Stanislaus County	CA	California	NONE	Yes
95355	Stanislaus County	CA	California	NONE	Yes
95356	Stanislaus County	CA	California	NONE	Yes
95357	Stanislaus County	CA	California	NONE	Yes
95358	Stanislaus County	CA	California	NONE	Yes
95360	Stanislaus	CA	California	NONE	Yes
95361	Stanislaus	CA	California	NONE	Yes
95363	Stanislaus County	CA	California	NONE	Yes
95364	Tuolumne County	CA	California	NONE	Yes
95365	Merced County	CA	California	NONE	Yes
95366	San Joaquin	CA	California	NONE	Yes
95367	Stanislaus County	CA	California	NONE	Yes
95368	Stanislaus County	CA	California	NONE	Yes
95369	Merced	CA	California	NONE	Yes
95370	Tuolumne County	CA	California	NONE	Yes
95372	Tuolumne County	CA	California	NONE	Yes
95373	Tuolumne County	CA	California	NONE	Yes
95374	Merced County	CA	California	NONE	Yes
95375	Tuolumne County	CA	California	NONE	Yes
95376	San Joaquin County	CA	California	NONE	Yes
95377	San Joaquin	CA	California	NONE	Yes
95378	San Joaquin County	CA	California	NONE	Yes
95379	Tuolumne County	CA	California	NONE	Yes
95380	Stanislaus	CA	California	NONE	Yes
95381	Stanislaus County	CA	California	NONE	Yes
95382	Stanislaus County	CA	California	NONE	Yes
95383	Tuolumne County	CA	California	NONE	Yes
95385	Stanislaus	CA	California	NONE	Yes
95386	Stanislaus County	CA	California	NONE	Yes
95387	Stanislaus County	CA	California	NONE	Yes
95388	Merced County	CA	California	NONE	Yes
95389	Mariposa	CA	California	NONE	Yes
95391	San Joaquin	CA	California	NONE	Yes
95397	Stanislaus County	CA	California	NONE	Yes
95401	Sonoma County	CA	California	NONE	Yes
95402	Sonoma County	CA	California	NONE	Yes
95403	Sonoma County	CA	California	NONE	Yes
95404	Sonoma County	CA	California	NONE	Yes
95405	Sonoma County	CA	California	NONE	Yes
95406	Sonoma County	CA	California	NONE	Yes
95407	Sonoma County	CA	California	NONE	Yes
95409	Sonoma County	CA	California	NONE	Yes
95410	Mendocino County	CA	California	NONE	Yes
95412	Sonoma County	CA	California	NONE	Yes
95415	Mendocino County	CA	California	NONE	Yes
95416	Sonoma County	CA	California	NONE	Yes
95417	Mendocino County	CA	California	NONE	Yes
95418	Mendocino County	CA	California	NONE	Yes
95419	Sonoma County	CA	California	NONE	Yes
95420	Mendocino County	CA	California	NONE	Yes
95421	Sonoma County	CA	California	NONE	Yes
95422	Lake County	CA	California	NONE	Yes
95423	Lake	CA	California	NONE	Yes
95424	Lake County	CA	California	NONE	Yes
95425	Sonoma	CA	California	NONE	Yes
95426	Lake County	CA	California	NONE	Yes
95427	Mendocino County	CA	California	NONE	Yes
95428	Mendocino	CA	California	NONE	Yes
95429	Mendocino County	CA	California	NONE	Yes
95430	Sonoma County	CA	California	NONE	Yes
95431	Sonoma County	CA	California	NONE	Yes
95432	Mendocino County	CA	California	NONE	Yes
95433	Sonoma County	CA	California	NONE	Yes
95435	Lake County	CA	California	NONE	Yes
95436	Sonoma County	CA	California	NONE	Yes
95437	Mendocino County	CA	California	NONE	Yes
95439	Sonoma County	CA	California	NONE	Yes
95441	Sonoma County	CA	California	NONE	Yes
95442	Sonoma County	CA	California	NONE	Yes
95443	Lake County	CA	California	NONE	Yes
95444	Sonoma County	CA	California	NONE	Yes
95445	Mendocino	CA	California	NONE	Yes
95446	Sonoma County	CA	California	NONE	Yes
95448	Sonoma County	CA	California	NONE	Yes
95449	Mendocino	CA	California	NONE	Yes
95450	Sonoma County	CA	California	NONE	Yes
95451	Lake	CA	California	NONE	Yes
95452	Sonoma	CA	California	NONE	Yes
95453	Lake County	CA	California	NONE	Yes
95454	Mendocino	CA	California	NONE	Yes
95456	Mendocino County	CA	California	NONE	Yes
95457	Lake	CA	California	NONE	Yes
95458	Lake County	CA	California	NONE	Yes
95459	Mendocino County	CA	California	NONE	Yes
95460	Mendocino County	CA	California	NONE	Yes
95461	Lake	CA	California	NONE	Yes
95462	Sonoma County	CA	California	NONE	Yes
95463	Mendocino County	CA	California	NONE	Yes
95464	Lake County	CA	California	NONE	Yes
95465	Sonoma County	CA	California	NONE	Yes
95466	Mendocino County	CA	California	NONE	Yes
95467	Lake County	CA	California	NONE	Yes
95468	Mendocino County	CA	California	NONE	Yes
95469	Mendocino	CA	California	NONE	Yes
95470	Mendocino County	CA	California	NONE	Yes
95471	Sonoma County	CA	California	NONE	Yes
95472	Sonoma County	CA	California	NONE	Yes
95473	Sonoma County	CA	California	NONE	Yes
95476	Sonoma	CA	California	NONE	Yes
95480	Sonoma County	CA	California	NONE	Yes
95481	Mendocino County	CA	California	NONE	Yes
95482	Mendocino	CA	California	NONE	Yes
95485	Lake County	CA	California	NONE	Yes
95486	Sonoma County	CA	California	NONE	Yes
95487	Sonoma County	CA	California	NONE	Yes
95488	Mendocino County	CA	California	NONE	Yes
95490	Mendocino County	CA	California	NONE	Yes
95492	Sonoma County	CA	California	NONE	Yes
95493	Lake	CA	California	NONE	Yes
95494	Mendocino	CA	California	NONE	Yes
95497	Sonoma County	CA	California	NONE	Yes
95501	Humboldt County	CA	California	NONE	Yes
95502	Humboldt County	CA	California	NONE	Yes
95503	Humboldt County	CA	California	NONE	Yes
95511	Humboldt	CA	California	NONE	Yes
95514	Humboldt County	CA	California	NONE	Yes
95518	Humboldt County	CA	California	NONE	Yes
95519	Humboldt County	CA	California	NONE	Yes
95521	Humboldt County	CA	California	NONE	Yes
95524	Humboldt County	CA	California	NONE	Yes
95525	Humboldt County	CA	California	NONE	Yes
95526	Humboldt	CA	California	NONE	Yes
95527	Trinity County	CA	California	NONE	Yes
95528	Humboldt County	CA	California	NONE	Yes
95531	Del Norte County	CA	California	NONE	Yes
95534	Humboldt County	CA	California	NONE	Yes
95536	Humboldt County	CA	California	NONE	Yes
95537	Humboldt County	CA	California	NONE	Yes
95538	Del Norte County	CA	California	NONE	Yes
95540	Humboldt County	CA	California	NONE	Yes
95542	Humboldt	CA	California	NONE	Yes
95543	Del Norte County	CA	California	NONE	Yes
95545	Humboldt County	CA	California	NONE	Yes
95546	Humboldt County	CA	California	NONE	Yes
95547	Humboldt County	CA	California	NONE	Yes
95548	Del Norte County	CA	California	NONE	Yes
95549	Humboldt County	CA	California	NONE	Yes
95550	Humboldt County	CA	California	NONE	Yes
95551	Humboldt County	CA	California	NONE	Yes
95552	Trinity County	CA	California	NONE	Yes
95553	Humboldt County	CA	California	NONE	Yes
95554	Humboldt County	CA	California	NONE	Yes
95555	Humboldt County	CA	California	NONE	Yes
95556	Humboldt	CA	California	NONE	Yes
95558	Humboldt County	CA	California	NONE	Yes
95559	Humboldt County	CA	California	NONE	Yes
95560	Humboldt County	CA	California	NONE	Yes
95562	Humboldt County	CA	California	NONE	Yes
95563	Trinity County	CA	California	NONE	Yes
95564	Humboldt County	CA	California	NONE	Yes
95565	Humboldt County	CA	California	NONE	Yes
95567	Del Norte County	CA	California	NONE	Yes
95568	Trinity	CA	California	NONE	Yes
95569	Humboldt County	CA	California	NONE	Yes
95570	Humboldt County	CA	California	NONE	Yes
95571	Humboldt County	CA	California	NONE	Yes
95573	Humboldt County	CA	California	NONE	Yes
95585	Mendocino County	CA	California	NONE	Yes
95587	Mendocino County	CA	California	NONE	Yes
95589	Humboldt	CA	California	NONE	Yes
95595	Trinity County	CA	California	NONE	Yes
95601	Amador County	CA	California	NONE	Yes
95602	Placer	CA	California	NONE	Yes
95603	Placer	CA	California	NONE	Yes
95604	Placer County	CA	California	NONE	Yes
95605	Yolo	CA	California	NONE	Yes
95606	Yolo	CA	California	NONE	Yes
95607	Yolo County	CA	California	NONE	Yes
95608	Sacramento County	CA	California	NONE	Yes
95609	Sacramento County	CA	California	NONE	Yes
95610	Sacramento County	CA	California	NONE	Yes
95611	Sacramento County	CA	California	NONE	Yes
95612	Yolo	CA	California	NONE	Yes
95613	El Dorado County	CA	California	NONE	Yes
95614	El Dorado	CA	California	NONE	Yes
95615	Sacramento County	CA	California	NONE	Yes
95616	Yolo	CA	California	NONE	Yes
95617	Yolo County	CA	California	NONE	Yes
95618	Yolo	CA	California	NONE	Yes
95619	El Dorado County	CA	California	NONE	Yes
95620	Solano	CA	California	NONE	Yes
95621	Sacramento County	CA	California	NONE	Yes
95623	El Dorado	CA	California	NONE	Yes
95624	Sacramento County	CA	California	NONE	Yes
95625	Solano County	CA	California	NONE	Yes
95626	Sacramento	CA	California	NONE	Yes
95627	Yolo County	CA	California	NONE	Yes
95628	Sacramento County	CA	California	NONE	Yes
95629	Amador	CA	California	NONE	Yes
95630	Sacramento County	CA	California	NONE	Yes
95631	Placer County	CA	California	NONE	Yes
95632	Sacramento	CA	California	NONE	Yes
95633	El Dorado County	CA	California	NONE	Yes
95634	El Dorado	CA	California	NONE	Yes
95635	El Dorado County	CA	California	NONE	Yes
95636	El Dorado County	CA	California	NONE	Yes
95637	Yolo County	CA	California	NONE	Yes
95638	Sacramento County	CA	California	NONE	Yes
95639	Sacramento	CA	California	NONE	Yes
95640	Amador	CA	California	NONE	Yes
95641	Sacramento County	CA	California	NONE	Yes
95642	Amador County	CA	California	NONE	Yes
95645	Yolo	CA	California	NONE	Yes
95646	Alpine	CA	California	NONE	Yes
95648	Placer County	CA	California	NONE	Yes
95650	Placer County	CA	California	NONE	Yes
95651	El Dorado County	CA	California	NONE	Yes
95652	Sacramento County	CA	California	NONE	Yes
95653	Yolo County	CA	California	NONE	Yes
95654	Amador County	CA	California	NONE	Yes
95655	Sacramento County	CA	California	NONE	Yes
95656	El Dorado County	CA	California	NONE	Yes
95658	Placer County	CA	California	NONE	Yes
95659	Sutter County	CA	California	NONE	Yes
95660	Sacramento County	CA	California	NONE	Yes
95661	Placer County	CA	California	NONE	Yes
95662	Sacramento County	CA	California	NONE	Yes
95663	Placer County	CA	California	NONE	Yes
95664	El Dorado	CA	California	NONE	Yes
95665	Amador County	CA	California	NONE	Yes
95666	Amador	CA	California	NONE	Yes
95667	El Dorado County	CA	California	NONE	Yes
95668	Sutter	CA	California	NONE	Yes
95669	Amador	CA	California	NONE	Yes
95670	Sacramento County	CA	California	NONE	Yes
95671	Sacramento County	CA	California	NONE	Yes
95672	El Dorado County	CA	California	NONE	Yes
95673	Sacramento County	CA	California	NONE	Yes
95674	Sutter	CA	California	NONE	Yes
95675	Amador	CA	California	NONE	Yes
95676	Sutter County	CA	California	NONE	Yes
95677	Placer County	CA	California	NONE	Yes
95678	Placer County	CA	California	NONE	Yes
95679	Yolo County	CA	California	NONE	Yes
95680	Sacramento County	CA	California	NONE	Yes
95681	Placer	CA	California	NONE	Yes
95682	El Dorado	CA	California	NONE	Yes
95683	Sacramento County	CA	California	NONE	Yes
95684	El Dorado County	CA	California	NONE	Yes
95685	Amador County	CA	California	NONE	Yes
95686	San Joaquin County	CA	California	NONE	Yes
95687	Solano County	CA	California	NONE	Yes
95688	Solano County	CA	California	NONE	Yes
95689	Amador	CA	California	NONE	Yes
95690	Sacramento	CA	California	NONE	Yes
95691	Yolo	CA	California	NONE	Yes
95692	Yuba	CA	California	NONE	Yes
95693	Sacramento County	CA	California	NONE	Yes
95694	Yolo	CA	California	NONE	Yes
95695	Yolo County	CA	California	NONE	Yes
95696	Solano County	CA	California	NONE	Yes
95697	Yolo County	CA	California	NONE	Yes
95698	Yolo County	CA	California	NONE	Yes
95699	Amador County	CA	California	NONE	Yes
95701	Placer	CA	California	NONE	Yes
95703	Placer County	CA	California	NONE	Yes
95709	El Dorado County	CA	California	NONE	Yes
95712	Nevada County	CA	California	NONE	Yes
95713	Placer	CA	California	NONE	Yes
95714	Placer	CA	California	NONE	Yes
95715	Placer	CA	California	NONE	Yes
95717	Placer County	CA	California	NONE	Yes
95720	El Dorado County	CA	California	NONE	Yes
95721	El Dorado County	CA	California	NONE	Yes
95722	Placer County	CA	California	NONE	Yes
95724	Placer County	CA	California	NONE	Yes
95726	El Dorado County	CA	California	NONE	Yes
95728	El Dorado	CA	California	NONE	Yes
95735	El Dorado County	CA	California	NONE	Yes
95736	Placer County	CA	California	NONE	Yes
95741	Sacramento County	CA	California	NONE	Yes
95742	Sacramento County	CA	California	NONE	Yes
95746	Placer County	CA	California	NONE	Yes
95747	Placer County	CA	California	NONE	Yes
95757	Sacramento County	CA	California	NONE	Yes
95758	Sacramento County	CA	California	NONE	Yes
95759	Sacramento County	CA	California	NONE	Yes
95762	El Dorado	CA	California	NONE	Yes
95763	Sacramento County	CA	California	NONE	Yes
95765	Placer County	CA	California	NONE	Yes
95776	Yolo County	CA	California	NONE	Yes
95798	Yolo County	CA	California	NONE	Yes
95799	Yolo County	CA	California	NONE	Yes
95811	Sacramento County	CA	California	NONE	Yes
95812	Sacramento County	CA	California	NONE	Yes
95813	Sacramento County	CA	California	NONE	Yes
95814	Sacramento County	CA	California	NONE	Yes
95815	Sacramento County	CA	California	NONE	Yes
95816	Sacramento County	CA	California	NONE	Yes
95817	Sacramento County	CA	California	NONE	Yes
95818	Sacramento County	CA	California	NONE	Yes
95819	Sacramento County	CA	California	NONE	Yes
95820	Sacramento County	CA	California	NONE	Yes
95821	Sacramento County	CA	California	NONE	Yes
95822	Sacramento County	CA	California	NONE	Yes
95823	Sacramento County	CA	California	NONE	Yes
95824	Sacramento County	CA	California	NONE	Yes
95825	Sacramento County	CA	California	NONE	Yes
95826	Sacramento County	CA	California	NONE	Yes
95827	Sacramento County	CA	California	NONE	Yes
95828	Sacramento County	CA	California	NONE	Yes
95829	Sacramento County	CA	California	NONE	Yes
95830	Sacramento County	CA	California	NONE	Yes
95831	Sacramento County	CA	California	NONE	Yes
95832	Sacramento County	CA	California	NONE	Yes
95833	Sacramento County	CA	California	NONE	Yes
95834	Sacramento County	CA	California	NONE	Yes
95835	Sacramento County	CA	California	NONE	Yes
95836	Sacramento County	CA	California	NONE	Yes
95837	Sacramento	CA	California	NONE	Yes
95838	Sacramento County	CA	California	NONE	Yes
95841	Sacramento County	CA	California	NONE	Yes
95842	Sacramento County	CA	California	NONE	Yes
95843	Sacramento County	CA	California	NONE	Yes
95851	Sacramento County	CA	California	NONE	Yes
95852	Sacramento County	CA	California	NONE	Yes
95853	Sacramento County	CA	California	NONE	Yes
95860	Sacramento County	CA	California	NONE	Yes
95864	Sacramento County	CA	California	NONE	Yes
95865	Sacramento County	CA	California	NONE	Yes
95866	Sacramento County	CA	California	NONE	Yes
95901	Yuba	CA	California	NONE	Yes
95903	Yuba County	CA	California	NONE	Yes
95910	Sierra County	CA	California	NONE	Yes
95912	Colusa	CA	California	NONE	Yes
95913	Glenn County	CA	California	NONE	Yes
95914	Butte	CA	California	NONE	Yes
95915	Plumas County	CA	California	NONE	Yes
95916	Butte	CA	California	NONE	Yes
95917	Butte County	CA	California	NONE	Yes
95918	Yuba County	CA	California	NONE	Yes
95919	Yuba County	CA	California	NONE	Yes
95920	Glenn County	CA	California	NONE	Yes
95922	Yuba	CA	California	NONE	Yes
95923	Plumas County	CA	California	NONE	Yes
95924	Nevada County	CA	California	NONE	Yes
95925	Yuba County	CA	California	NONE	Yes
95926	Butte County	CA	California	NONE	Yes
95927	Butte County	CA	California	NONE	Yes
95928	Butte	CA	California	NONE	Yes
95929	Butte County	CA	California	NONE	Yes
95930	Butte	CA	California	NONE	Yes
95932	Colusa	CA	California	NONE	Yes
95934	Plumas County	CA	California	NONE	Yes
95935	Yuba County	CA	California	NONE	Yes
95936	Sierra County	CA	California	NONE	Yes
95937	Yolo County	CA	California	NONE	Yes
95938	Butte County	CA	California	NONE	Yes
95939	Glenn	CA	California	NONE	Yes
95940	Butte County	CA	California	NONE	Yes
95941	Butte	CA	California	NONE	Yes
95942	Butte	CA	California	NONE	Yes
95943	Glenn	CA	California	NONE	Yes
95944	Sierra County	CA	California	NONE	Yes
95945	Nevada County	CA	California	NONE	Yes
95946	Nevada	CA	California	NONE	Yes
95947	Plumas	CA	California	NONE	Yes
95948	Butte County	CA	California	NONE	Yes
95949	Nevada	CA	California	NONE	Yes
95950	Colusa County	CA	California	NONE	Yes
95951	Glenn County	CA	California	NONE	Yes
95953	Sutter	CA	California	NONE	Yes
95954	Butte County	CA	California	NONE	Yes
95955	Colusa County	CA	California	NONE	Yes
95956	Plumas County	CA	California	NONE	Yes
95957	Sutter	CA	California	NONE	Yes
95958	Butte County	CA	California	NONE	Yes
95959	Nevada	CA	California	NONE	Yes
95960	Nevada	CA	California	NONE	Yes
95961	Yuba County	CA	California	NONE	Yes
95962	Yuba County	CA	California	NONE	Yes
95963	Glenn	CA	California	NONE	Yes
95965	Butte County	CA	California	NONE	Yes
95966	Butte	CA	California	NONE	Yes
95967	Butte County	CA	California	NONE	Yes
95968	Butte County	CA	California	NONE	Yes
95969	Butte County	CA	California	NONE	Yes
95970	Colusa	CA	California	NONE	Yes
95971	Plumas County	CA	California	NONE	Yes
95972	Yuba County	CA	California	NONE	Yes
95973	Butte	CA	California	NONE	Yes
95974	Butte County	CA	California	NONE	Yes
95975	Nevada County	CA	California	NONE	Yes
95977	Nevada	CA	California	NONE	Yes
95978	Butte County	CA	California	NONE	Yes
95979	Colusa	CA	California	NONE	Yes
95980	Plumas County	CA	California	NONE	Yes
95981	Yuba	CA	California	NONE	Yes
95982	Sutter County	CA	California	NONE	Yes
95983	Plumas County	CA	California	NONE	Yes
95984	Plumas County	CA	California	NONE	Yes
95986	Nevada County	CA	California	NONE	Yes
95987	Colusa County	CA	California	NONE	Yes
95988	Glenn County	CA	California	NONE	Yes
95991	Sutter County	CA	California	NONE	Yes
95992	Sutter County	CA	California	NONE	Yes
95993	Sutter County	CA	California	NONE	Yes
96001	Shasta County	CA	California	NONE	Yes
96002	Shasta County	CA	California	NONE	Yes
96003	Shasta County	CA	California	NONE	Yes
96006	Modoc	CA	California	NONE	Yes
96007	Shasta	CA	California	NONE	Yes
96008	Shasta County	CA	California	NONE	Yes
96009	Lassen County	CA	California	NONE	Yes
96010	Trinity County	CA	California	NONE	Yes
96011	Shasta County	CA	California	NONE	Yes
96013	Shasta County	CA	California	NONE	Yes
96014	Siskiyou County	CA	California	NONE	Yes
96015	Modoc County	CA	California	NONE	Yes
96016	Shasta County	CA	California	NONE	Yes
96017	Shasta	CA	California	NONE	Yes
96019	Shasta County	CA	California	NONE	Yes
96020	Plumas	CA	California	NONE	Yes
96021	Tehama County	CA	California	NONE	Yes
96022	Shasta	CA	California	NONE	Yes
96023	Siskiyou County	CA	California	NONE	Yes
96024	Trinity County	CA	California	NONE	Yes
96025	Siskiyou	CA	California	NONE	Yes
96027	Siskiyou County	CA	California	NONE	Yes
96028	Shasta	CA	California	NONE	Yes
96029	Tehama County	CA	California	NONE	Yes
96031	Siskiyou	CA	California	NONE	Yes
96032	Siskiyou County	CA	California	NONE	Yes
96033	Shasta County	CA	California	NONE	Yes
96034	Siskiyou County	CA	California	NONE	Yes
96035	Tehama County	CA	California	NONE	Yes
96037	Siskiyou County	CA	California	NONE	Yes
96038	Siskiyou County	CA	California	NONE	Yes
96039	Siskiyou County	CA	California	NONE	Yes
96040	Shasta County	CA	California	NONE	Yes
96041	Trinity County	CA	California	NONE	Yes
96044	Siskiyou County	CA	California	NONE	Yes
96046	Trinity County	CA	California	NONE	Yes
96047	Shasta	CA	California	NONE	Yes
96048	Trinity County	CA	California	NONE	Yes
96049	Siskiyou County	CA	California	NONE	Yes
96050	Siskiyou County	CA	California	NONE	Yes
96051	Shasta County	CA	California	NONE	Yes
96052	Trinity County	CA	California	NONE	Yes
96054	Modoc	CA	California	NONE	Yes
96055	Tehama County	CA	California	NONE	Yes
96056	Shasta	CA	California	NONE	Yes
96057	Siskiyou County	CA	California	NONE	Yes
96058	Siskiyou County	CA	California	NONE	Yes
96059	Tehama	CA	California	NONE	Yes
96061	Tehama	CA	California	NONE	Yes
96062	Shasta County	CA	California	NONE	Yes
96063	Tehama County	CA	California	NONE	Yes
96064	Siskiyou County	CA	California	NONE	Yes
96065	Shasta County	CA	California	NONE	Yes
96067	Siskiyou	CA	California	NONE	Yes
96068	Lassen County	CA	California	NONE	Yes
96069	Shasta County	CA	California	NONE	Yes
96071	Shasta County	CA	California	NONE	Yes
96073	Shasta County	CA	California	NONE	Yes
96074	Tehama County	CA	California	NONE	Yes
96075	Tehama	CA	California	NONE	Yes
96076	Shasta	CA	California	NONE	Yes
96078	Tehama County	CA	California	NONE	Yes
96080	Tehama County	CA	California	NONE	Yes
96084	Shasta County	CA	California	NONE	Yes
96085	Siskiyou County	CA	California	NONE	Yes
96086	Siskiyou County	CA	California	NONE	Yes
96087	Shasta County	CA	California	NONE	Yes
96088	Shasta	CA	California	NONE	Yes
96089	Shasta County	CA	California	NONE	Yes
96090	Tehama County	CA	California	NONE	Yes
96091	Trinity County	CA	California	NONE	Yes
96092	Tehama County	CA	California	NONE	Yes
96093	Trinity County	CA	California	NONE	Yes
96094	Siskiyou County	CA	California	NONE	Yes
96095	Shasta County	CA	California	NONE	Yes
96096	Shasta County	CA	California	NONE	Yes
96097	Siskiyou County	CA	California	NONE	Yes
96099	Shasta County	CA	California	NONE	Yes
96101	Modoc County	CA	California	NONE	Yes
96103	Plumas County	CA	California	NONE	Yes
96104	Modoc County	CA	California	NONE	Yes
96105	Plumas	CA	California	NONE	Yes
96106	Plumas	CA	California	NONE	Yes
96107	Mono County	CA	California	NONE	Yes
96108	Modoc County	CA	California	NONE	Yes
96109	Lassen	CA	California	NONE	Yes
96110	Modoc	CA	California	NONE	Yes
96111	Nevada	CA	California	NONE	Yes
96112	Modoc County	CA	California	NONE	Yes
96113	Lassen County	CA	California	NONE	Yes
96114	Lassen	CA	California	NONE	Yes
96115	Modoc County	CA	California	NONE	Yes
96116	Modoc County	CA	California	NONE	Yes
96117	Lassen County	CA	California	NONE	Yes
96118	Sierra	CA	California	NONE	Yes
96119	Lassen County	CA	California	NONE	Yes
96120	Alpine County	CA	California	NONE	Yes
96121	Lassen	CA	California	NONE	Yes
96122	Plumas County	CA	California	NONE	Yes
96123	Lassen County	CA	California	NONE	Yes
96124	Sierra County	CA	California	NONE	Yes
96125	Sierra County	CA	California	NONE	Yes
96126	Sierra County	CA	California	NONE	Yes
96127	Lassen County	CA	California	NONE	Yes
96128	Lassen County	CA	California	NONE	Yes
96129	Plumas	CA	California	NONE	Yes
96130	Lassen	CA	California	NONE	Yes
96132	Lassen County	CA	California	NONE	Yes
96133	Mono County	CA	California	NONE	Yes
96134	Siskiyou	CA	California	NONE	Yes
96135	Plumas County	CA	California	NONE	Yes
96136	Lassen County	CA	California	NONE	Yes
96137	Lassen	CA	California	NONE	Yes
96140	Placer County	CA	California	NONE	Yes
96141	Placer County	CA	California	NONE	Yes
96142	El Dorado	CA	California	NONE	Yes
96143	Placer County	CA	California	NONE	Yes
96145	Placer County	CA	California	NONE	Yes
96146	Placer County	CA	California	NONE	Yes
96148	Placer County	CA	California	NONE	Yes
96150	El Dorado	CA	California	NONE	Yes
96151	El Dorado County	CA	California	NONE	Yes
96155	El Dorado County	CA	California	NONE	Yes
96158	El Dorado County	CA	California	NONE	Yes
96160	Nevada County	CA	California	NONE	Yes
96161	Nevada	CA	California	NONE	Yes
96162	Nevada County	CA	California	NONE	Yes
80001	Jefferson County	CO	Colorado	NONE	Yes
80002	Jefferson	CO	Colorado	NONE	Yes
80003	Jefferson	CO	Colorado	NONE	Yes
80004	Jefferson County	CO	Colorado	NONE	Yes
80005	Jefferson County	CO	Colorado	NONE	Yes
80006	Jefferson County	CO	Colorado	NONE	Yes
80007	Jefferson County	CO	Colorado	NONE	Yes
80010	Arapahoe	CO	Colorado	NONE	Yes
80011	Adams	CO	Colorado	NONE	Yes
80012	Arapahoe County	CO	Colorado	NONE	Yes
80013	Arapahoe County	CO	Colorado	NONE	Yes
80014	Arapahoe	CO	Colorado	NONE	Yes
80015	Arapahoe County	CO	Colorado	NONE	Yes
80016	Arapahoe	CO	Colorado	NONE	Yes
80017	Arapahoe County	CO	Colorado	NONE	Yes
80018	Arapahoe County	CO	Colorado	NONE	Yes
80019	Adams	CO	Colorado	NONE	Yes
80020	Broomfield	CO	Colorado	NONE	Yes
80021	Jefferson	CO	Colorado	NONE	Yes
80022	Jefferson	CO	Colorado	NONE	Yes
80023	Jefferson	CO	Colorado	NONE	Yes
80024	Adams County	CO	Colorado	NONE	Yes
80025	Boulder County	CO	Colorado	NONE	Yes
80026	Boulder County	CO	Colorado	NONE	Yes
80027	Jefferson	CO	Colorado	NONE	Yes
80030	Adams County	CO	Colorado	NONE	Yes
80031	Jefferson	CO	Colorado	NONE	Yes
80033	Jefferson County	CO	Colorado	NONE	Yes
80034	Jefferson County	CO	Colorado	NONE	Yes
80035	Adams County	CO	Colorado	NONE	Yes
80036	Adams County	CO	Colorado	NONE	Yes
80037	Adams County	CO	Colorado	NONE	Yes
80038	Broomfield County	CO	Colorado	NONE	Yes
80040	Arapahoe County	CO	Colorado	NONE	Yes
80041	Arapahoe County	CO	Colorado	NONE	Yes
80042	Arapahoe County	CO	Colorado	NONE	Yes
80044	Arapahoe County	CO	Colorado	NONE	Yes
80045	Adams County	CO	Colorado	NONE	Yes
80046	Arapahoe County	CO	Colorado	NONE	Yes
80047	Arapahoe County	CO	Colorado	NONE	Yes
80101	Elbert	CO	Colorado	NONE	Yes
80102	Adams	CO	Colorado	NONE	Yes
80103	Arapahoe	CO	Colorado	NONE	Yes
80104	Douglas County	CO	Colorado	NONE	Yes
80105	Arapahoe	CO	Colorado	NONE	Yes
80106	El Paso	CO	Colorado	NONE	Yes
80107	Elbert County	CO	Colorado	NONE	Yes
80108	Douglas County	CO	Colorado	NONE	Yes
80109	Douglas County	CO	Colorado	NONE	Yes
80110	Arapahoe	CO	Colorado	NONE	Yes
80111	Arapahoe County	CO	Colorado	NONE	Yes
80112	Arapahoe	CO	Colorado	NONE	Yes
80113	Arapahoe County	CO	Colorado	NONE	Yes
80116	Douglas County	CO	Colorado	NONE	Yes
80117	Elbert County	CO	Colorado	NONE	Yes
80118	Douglas	CO	Colorado	NONE	Yes
80120	Arapahoe	CO	Colorado	NONE	Yes
80121	Arapahoe County	CO	Colorado	NONE	Yes
80122	Arapahoe County	CO	Colorado	NONE	Yes
80123	Arapahoe	CO	Colorado	NONE	Yes
80124	Douglas County	CO	Colorado	NONE	Yes
80125	Arapahoe	CO	Colorado	NONE	Yes
80126	Douglas County	CO	Colorado	NONE	Yes
80127	Jefferson County	CO	Colorado	NONE	Yes
80128	Arapahoe	CO	Colorado	NONE	Yes
80129	Douglas County	CO	Colorado	NONE	Yes
80130	Douglas County	CO	Colorado	NONE	Yes
80131	Douglas County	CO	Colorado	NONE	Yes
80132	El Paso County	CO	Colorado	NONE	Yes
80133	El Paso County	CO	Colorado	NONE	Yes
80134	Douglas County	CO	Colorado	NONE	Yes
